Name,Score,Genders,Type,Episodes,Premiered,Producers,Source,Duration per ep.,Rating
Gochuumon wa Usagi Desu ka?,7.52,"Slice of Life, Comedy",TV,12,2014,Frontier Works,4-koma manga,23 min,PG-13 - Teens 13 or older
Gochuumon wa Usagi Desu ka??,7.82,"Slice of Life, Comedy",TV,12,2015,Frontier Works,4-koma manga,23 min,PG-13 - Teens 13 or older
God Eater,7.3,Action,TV,13,2015,Bandai Visual,Game,23 min,R - 17+ (violence & profanity)
God Mazinger,6.38,Action,TV,23,1984,Tokyo Movie Shinsha,Manga,29 min,R - 17+ (violence & profanity)
Gokudou-kun Manyuuki,7.47,Adventure,TV,26,1999,Shochiku,Light novel,23 min,PG-13 - Teens 13 or older
Gokujo.: Gokurakuin Joshikou Ryou Monogatari,6.2,Comedy,TV,12,2012,Lantis,Manga,6 min,R+ - Mild Nudity
Gokujou Seitokai,6.94,School,TV,26,2005,Konami,Original,25 min,PG-13 - Teens 13 or older
Gokujou!! Mecha Mote Iinchou,6.38,Romance,TV,51,2009,TV Tokyo,Manga,24 min,PG - Children
Gokujou!! Mecha Mote Iinchou Second Collection,6.21,Romance,TV,51,2010,TV Tokyo,Manga,24 min,PG - Children
Gokukoku no Brynhildr,6.92,Drama,TV,13,2014,VAP,Manga,23 min,R+ - Mild Nudity
Gokusen,7.42,"Slice of Life, Comedy, Drama, School, Josei",TV,13,2004,VAP,Manga,23 min,R - 17+ (violence & profanity)
Golden Kamuy,7.83,Action,TV,12,2018,Magic Capsule,Manga,23 min,R - 17+ (violence & profanity)
Golden Kamuy 2nd Season,8.2,Action,TV,12,2018,Magic Capsule,Manga,23 min,R - 17+ (violence & profanity)
Golden Kamuy 3rd Season,8.46,Action,TV,12,2020,Magic Capsule,Manga,23 min,R - 17+ (violence & profanity)
Golden Time,7.78,Drama,TV,24,2013,Genco,Light novel,24 min,PG-13 - Teens 13 or older
Golgo 13 (TV),7.54,Action,TV,50,2008,TV Tokyo,Manga,24 min,R+ - Mild Nudity
Gon,5.73,Action,TV,50,2012,Kodansha,Manga,23 min,G - All Ages
Goshuushou-sama Ninomiya-kun,6.72,"Harem, Comedy, Ecchi, Fantasy",TV,12,2007,Kadokawa,Light novel,24 min,R+ - Mild Nudity
Gosick,8.1,"Mystery, Historical, Drama, Romance",TV,24,2011,TV Tokyo,Light novel,24 min,R - 17+ (violence & profanity)
Granbelm,6.75,"Fantasy, Magic, Mecha",TV,13,2019,Mainichi Broadcasting System,Original,24 min,PG-13 - Teens 13 or older
Granblue Fantasy The Animation,6.7,Adventure,TV,13,2017,Aniplex,Game,23 min,PG-13 - Teens 13 or older
Granblue Fantasy The Animation Season 2,6.78,Adventure,TV,12,2019,Aniplex,Game,23 min,PG-13 - Teens 13 or older
Grancrest Senki,7.25,Action,TV,24,2018,Aniplex,Light novel,23 min,R - 17+ (violence & profanity)
Grand Blue,8.41,"Slice of Life, Comedy, Seinen",TV,12,2018,Mainichi Broadcasting System,Manga,24 min,PG-13 - Teens 13 or older
Grappler Baki (TV),7.44,Action,TV,24,2001,flying DOG,Manga,25 min,PG-13 - Teens 13 or older
Gravitation,7.02,Music,TV,13,2000,Aniplex,Manga,22 min,PG-13 - Teens 13 or older
Great Mazinger,7.06,Action,TV,56,1974,Dynamic Planning,Manga,25 min,PG-13 - Teens 13 or older
Great Teacher Onizuka,8.7,"Slice of Life, Comedy, Drama, School, Shounen",TV,43,1999,Aniplex,Manga,25 min,R - 17+ (violence & profanity)
Green Green,6.21,Comedy,TV,12,2003,Pony Canyon,Visual novel,24 min,R+ - Mild Nudity
Gregory Horror Show,6.61,"Mystery, Comedy, Horror, Demons, Supernatural",TV,25,1999,VAP,Original,2 min,PG-13 - Teens 13 or older
Gregory Horror Show: The Second Guest,6.64,"Mystery, Comedy, Horror, Demons, Supernatural",TV,25,2000,VAP,Original,3 min,PG - Children
Grenadier: Hohoemi no Senshi,6.72,Action,TV,12,2004,Shochiku,Manga,25 min,PG-13 - Teens 13 or older
Grimms Notes The Animation,5.99,Action,TV,12,2019,Sotsu,Game,24 min,PG-13 - Teens 13 or older
Grisaia no Kajitsu,7.55,Drama,TV,13,2014,Frontier Works,Visual novel,23 min,R+ - Mild Nudity
Grisaia no Rakuen,7.86,Drama,TV,10,2015,Frontier Works,Visual novel,24 min,R+ - Mild Nudity
Groove Adventure Rave,7.27,Adventure,TV,51,2001,TBS,Manga,24 min,PG-13 - Teens 13 or older
Guilty Crown,7.52,Action,TV,22,2011,Aniplex,Original,24 min,R - 17+ (violence & profanity)
Guin Saga,7.2,Adventure,TV,26,2009,Aniplex,Light novel,24 min,PG-13 - Teens 13 or older
Gun Frontier,6.58,Action,TV,13,2002,TV Tokyo,Manga,25 min,PG-13 - Teens 13 or older
Gun x Sword,7.28,Action,TV,26,2005,Studio Jack,Original,24 min,PG-13 - Teens 13 or older
Gun-dou Musashi,5.8,Adventure,TV,26,2006,TBS,Original,24 min,PG-13 - Teens 13 or older
Gundam Build Divers,6.31,Action,TV,25,2018,TV Tokyo,Original,24 min,G - All Ages
Gundam Build Fighters,7.79,Action,TV,25,2013,TV Tokyo,Original,25 min,G - All Ages
Gundam Build Fighters Try,7.27,Action,TV,25,2014,TV Tokyo,Original,25 min,G - All Ages
Gundam: G no Reconguista,5.76,Action,TV,26,2014,Sotsu,Original,24 min,PG-13 - Teens 13 or older
Gungrave,7.87,Action,TV,26,2003,Tohokushinsha Film Corporation,Game,25 min,R - 17+ (violence & profanity)
Gunjou no Magmell,6.03,Action,TV,13,2019,Shochiku,Manga,24 min,PG-13 - Teens 13 or older
Gunparade March: Arata Naru Kougunka,6.8,Drama,TV,12,2003,Rondo Robe,Game,23 min,PG-13 - Teens 13 or older
Gunslinger Girl,7.42,Action,TV,13,2003,Marvelous,Manga,24 min,R - 17+ (violence & profanity)
Gunslinger Girl: Il Teatrino,7.16,Action,TV,13,2008,Marvelous,Manga,25 min,R - 17+ (violence & profanity)
Gunslinger Stratos The Animation,6.09,Action,TV,12,2015,Aniplex,Game,23 min,PG-13 - Teens 13 or older
Guraburu!,5.66,Adventure,TV,12,2020,dugout,4-koma manga,3 min,PG-13 - Teens 13 or older
Gurazeni,6.34,Comedy,TV,12,2018,Kodansha,Manga,23 min,PG-13 - Teens 13 or older
Gurazeni Season 2,6.74,Comedy,TV,12,2018,Kodansha,Manga,23 min,PG-13 - Teens 13 or older
Gyakkyou Burai Kaiji: Hakairoku-hen,8.25,"Game, Psychological, Thriller, Seinen",TV,26,2011,VAP,Manga,24 min,R - 17+ (violence & profanity)
Gyakkyou Burai Kaiji: Ultimate Survivor,8.28,"Game, Psychological, Thriller, Seinen",TV,26,2007,VAP,Manga,23 min,R - 17+ (violence & profanity)
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",6.45,Drama,TV,24,2016,Aniplex,Game,24 min,PG-13 - Teens 13 or older
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2",7.14,Drama,TV,23,2018,Aniplex,Game,24 min,PG-13 - Teens 13 or older
H2,7.27,Comedy,TV,41,1995,Asahi Broadcasting,Manga,24 min,PG-13 - Teens 13 or older
H2O: Footprints in the Sand,7.06,"Harem, Romance, School",TV,12,2008,Nippon Animation,Visual novel,24 min,PG-13 - Teens 13 or older
"Hachi-nan tte, Sore wa Nai deshou!",6.19,Action,TV,12,2020,Sanrio,Light novel,23 min,PG-13 - Teens 13 or older
Hachigatsu no Cinderella Nine (TV),6.08,School,TV,12,2019,TV Tokyo,Game,23 min,PG-13 - Teens 13 or older
Hachimitsu to Clover,8.06,Drama,TV,24,2005,Genco,Manga,23 min,PG-13 - Teens 13 or older
Hachimitsu to Clover II,8.26,Drama,TV,12,2006,Genco,Manga,23 min,PG-13 - Teens 13 or older
Hacka Doll The Animation,6.41,Sci-Fi,TV,13,2015,Nihon Ad Systems,Other,7 min,PG-13 - Teens 13 or older
Hagure Yuusha no Aesthetica,6.89,Action,TV,12,2012,Genco,Light novel,24 min,R+ - Mild Nudity
Hai to Gensou no Grimgar,7.69,Action,TV,12,2016,Toho,Light novel,24 min,PG-13 - Teens 13 or older
Haibane Renmei,7.99,"Slice of Life, Mystery, Psychological, Drama, Fantasy",TV,13,2002,Kadokawa,Other,24 min,PG-13 - Teens 13 or older
Haikara-san ga Tooru,7.16,Drama,TV,42,1978,Asahi Broadcasting,Manga,24 min,PG-13 - Teens 13 or older
Haikyuu!!,8.53,Comedy,TV,25,2014,Mainichi Broadcasting System,Manga,24 min,PG-13 - Teens 13 or older
Haikyuu!! Second Season,8.73,Comedy,TV,25,2015,Toho,Manga,24 min,PG-13 - Teens 13 or older
Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,8.87,Comedy,TV,10,2016,Toho,Manga,24 min,PG-13 - Teens 13 or older
Haikyuu!!: To the Top,8.39,Comedy,TV,13,2020,Dentsu,Manga,24 min,PG-13 - Teens 13 or older
Haikyuu!!: To the Top 2nd Season,8.57,Comedy,TV,12,2020,Dentsu,Manga,23 min,PG-13 - Teens 13 or older
Haiyore! Nyaruko-san,7.07,"Sci-Fi, Comedy, Parody",TV,12,2012,TV Tokyo,Light novel,24 min,PG-13 - Teens 13 or older
Haiyore! Nyaruko-san W,7.28,"Sci-Fi, Comedy, Parody",TV,12,2013,Avex Entertainment,Light novel,24 min,PG-13 - Teens 13 or older
Haiyoru! Nyaruani: Remember My Love(craft-sensei),6.26,Sci-Fi,TV,11,2011,Shochiku,Light novel,4 min,PG-13 - Teens 13 or older
Hajime Ningen Gyatoruz,5.99,Historical,TV,77,1974,Asahi Broadcasting,Manga,24 min,PG-13 - Teens 13 or older
Hajime no Ippo,8.75,Comedy,TV,75,2000,VAP,Manga,23 min,PG-13 - Teens 13 or older
Hajime no Ippo: New Challenger,8.67,Comedy,TV,26,2009,VAP,Manga,23 min,PG-13 - Teens 13 or older
Hajime no Ippo: Rising,8.6,Comedy,TV,25,2013,VAP,Manga,22 min,PG-13 - Teens 13 or older
Hajimete no Gal,6.31,Comedy,TV,10,2017,Kadokawa,Manga,23 min,R+ - Mild Nudity
Hakaba Kitarou,6.9,"Horror, Supernatural",TV,11,2008,Fuji TV,Manga,25 min,PG-13 - Teens 13 or older
Hakaima Sadamitsu,6.88,Action,TV,10,2001,Aniplex,Manga,22 min,R - 17+ (violence & profanity)
Hakata Tonkotsu Ramens,7.41,Action,TV,12,2018,Sotsu,Novel,23 min,R - 17+ (violence & profanity)
Hakkenden: Touhou Hakken Ibun,7.44,Action,TV,13,2013,Bandai Visual,Manga,24 min,PG-13 - Teens 13 or older
Hakkenden: Touhou Hakken Ibun 2nd Season,7.66,Action,TV,13,2013,Bandai Visual,Manga,24 min,PG-13 - Teens 13 or older
Hakugei Densetsu,6.64,"Sci-Fi, Adventure, Space",TV,26,1997,TBS,Original,23 min,PG-13 - Teens 13 or older
Hakumei to Mikochi,7.65,"Fantasy, Seinen, Slice of Life",TV,12,2018,Lantis,Manga,23 min,PG-13 - Teens 13 or older
Hakyuu Houshin Engi,5.41,Adventure,TV,23,2018,NBCUniversal Entertainment Japan,Manga,23 min,PG-13 - Teens 13 or older
Hamatora The Animation,7.3,"Mystery, Comedy, Super Power, Drama",TV,12,2014,TV Tokyo,Original,24 min,R - 17+ (violence & profanity)
Hana no Ko Lunlun,6.85,Adventure,TV,50,1979,Asahi,Original,24 min,G - All Ages
Hana no Mahoutsukai Mary Bell,6.49,Adventure,TV,50,1992,Big West,Original,24 min,G - All Ages
Hanada Shounen-shi,8.01,Drama,TV,25,2002,VAP,Manga,25 min,R - 17+ (violence & profanity)
Hanamaru Youchien,7.31,"Slice of Life, Comedy, Seinen",TV,12,2010,Starchild Records,Manga,24 min,PG-13 - Teens 13 or older
Hanamonogatari,7.99,"Mystery, Comedy, Supernatural",TV,5,2014,Aniplex,Light novel,25 min,R - 17+ (violence & profanity)
Hanasaku Iroha,7.95,"Slice of Life, Comedy, Drama",TV,26,2011,Bandai Visual,Original,24 min,PG-13 - Teens 13 or older
Hanaukyou Maid-tai,6.62,Comedy,TV,12,2001,m.o.e.,Manga,14 min,R+ - Mild Nudity
Hanaukyou Maid-tai: La Verite,6.8,Comedy,TV,12,2004,Geneon Universal Entertainment,Manga,23 min,R+ - Mild Nudity
Hanayamata,7.33,"Slice of Life, Comedy, School",TV,12,2014,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Hanbun no Tsuki ga Noboru Sora,7.52,Drama,TV,6,2006,Pony Canyon,Light novel,24 min,PG-13 - Teens 13 or older
Hand Maid May,6.73,Comedy,TV,10,2000,Geneon Universal Entertainment,Original,23 min,PG-13 - Teens 13 or older
Hand Shakers,5.35,Action,TV,12,2017,Frontier Works,Original,23 min,PG-13 - Teens 13 or older
Handa-kun,7.39,"Slice of Life, Comedy, Shounen",TV,12,2016,Sotsu,Manga,24 min,PG-13 - Teens 13 or older
Hanebado!,6.93,Sports,TV,13,2018,Kodansha,Manga,24 min,PG-13 - Teens 13 or older
Hangyakusei Million Arthur,6.09,Action,TV,10,2018,Sotsu,Game,24 min,PG-13 - Teens 13 or older
Hangyakusei Million Arthur 2nd Season,6.35,Action,TV,13,2019,Sotsu,Game,24 min,PG-13 - Teens 13 or older
Hanoka,3.67,Sci-Fi,TV,12,2006,Fanworks,Original,5 min,PG-13 - Teens 13 or older
Hanyou no Yashahime: Sengoku Otogizoushi,6.86,Action,TV,24,2020,Shochiku,Original,24 min,PG-13 - Teens 13 or older
Happiness!,6.41,Harem,TV,12,2006,Delfi Sound,Visual novel,25 min,PG-13 - Teens 13 or older
Happy Happy Clover,6.31,Fantasy,TV,13,2007,Geneon Universal Entertainment,Manga,25 min,G - All Ages
Happy Seven: The TV Manga,6.31,Comedy,TV,13,2005,Tokyo Movie Shinsha,Light novel,24 min,PG - Children
Happy Sugar Life,6.89,Drama,TV,12,2018,VAP,Manga,24 min,R - 17+ (violence & profanity)
Happy☆Lesson (TV),6.67,Drama,TV,13,2002,KSS,Manga,23 min,PG-13 - Teens 13 or older
Happy☆Lesson: Advance,6.84,Harem,TV,13,2003,KSS,Manga,24 min,PG-13 - Teens 13 or older
Hare Tokidoki Buta (TV),6.5,Parody,TV,61,1997,TV Tokyo,Picture book,23 min,PG - Children
Hareluya II Boy,6.33,Action,TV,25,1997,TV Tokyo,Manga,23 min,PG-13 - Teens 13 or older
HaruChika: Haruta to Chika wa Seishun suru,6.36,"Music, Slice of Life, Mystery, Romance, School",TV,12,2016,Lantis,Novel,24 min,PG-13 - Teens 13 or older
Hashiri Tsuzukete Yokattatte.,6.43,Drama,TV,4,2018,DAX Production,Original,15 min,PG-13 - Teens 13 or older
Hataage! Kemono Michi,6.69,Fantasy,TV,12,2019,AT-X,Manga,23 min,PG-13 - Teens 13 or older
Hataraki Man,7.03,Drama,TV,11,2006,Kodansha,Manga,21 min,PG-13 - Teens 13 or older
Hataraku Maou-sama!,7.83,Fantasy,TV,13,2013,Sotsu,Light novel,24 min,PG-13 - Teens 13 or older
Hataraku Onii-san!,6.36,"Slice of Life, Comedy",TV,12,2018,Lantis,Original,4 min,G - All Ages
Hataraku Saibou (TV),7.64,Shounen,TV,13,2018,Aniplex,Manga,23 min,PG-13 - Teens 13 or older
Hataraku Saibou Black (TV),7.57,Action,TV,13,2021,Aniplex,Manga,23 min,PG-13 - Teens 13 or older
Hataraku Saibou!!,7.45,Shounen,TV,8,2021,Aniplex,Manga,23 min,PG-13 - Teens 13 or older
Hatenkou Yuugi,7.16,Adventure,TV,10,2008,Frontier Works,Manga,24 min,PG-13 - Teens 13 or older
Hatsukoi Limited.,7.32,Romance,TV,12,2009,Shochiku,Manga,24 min,PG-13 - Teens 13 or older
Hatsukoi Monster,5.61,Romance,TV,12,2016,Kodansha,Manga,24 min,PG-13 - Teens 13 or older
Hatsumei Boy Kanipan,6.57,"Sci-Fi, Adventure, Comedy, Mecha",TV,31,1998,Studio Comet,Original,24 min,PG - Children
Hayate no Gotoku!,7.58,Action,TV,52,2007,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Hayate no Gotoku! Can't Take My Eyes Off You,7.05,Harem,TV,12,2012,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Hayate no Gotoku! Cuties,7.05,Harem,TV,12,2013,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Hayate no Gotoku!!,7.73,Action,TV,25,2009,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Healin' Good♡Precure,6.88,Action,TV,45,2020,Asatsu DK,Original,24 min,G - All Ages
HeatGuy J,7.17,Action,TV,25,2002,Bandai Visual,Original,24 min,PG-13 - Teens 13 or older
Heavy Object,7.29,Action,TV,24,2015,Movic,Light novel,23 min,PG-13 - Teens 13 or older
Heisei Inu Monogatari Bow,6.71,Adventure,TV,40,1993,Daiichikosho,Original,25 min,G - All Ages
Hello!! Kiniro Mosaic,7.53,"Slice of Life, Comedy, School, Seinen",TV,12,2015,Genco,4-koma manga,23 min,PG-13 - Teens 13 or older
Hellsing,7.5,Action,TV,13,2001,Fuji TV,Manga,23 min,R - 17+ (violence & profanity)
Hentai Ouji to Warawanai Neko.,7.24,"Harem, Comedy, Supernatural, Romance, School",TV,12,2013,Frontier Works,Light novel,24 min,PG-13 - Teens 13 or older
Heppoko Jikken Animation Excel♥Saga,7.5,Parody,TV,26,1999,Victor Entertainment,Manga,24 min,R - 17+ (violence & profanity)
Hero Bank,6.05,"Game, Kids",TV,51,2014,Tokyo Movie Shinsha,Game,23 min,PG - Children
Heroic Age,7.56,Action,TV,26,2007,Starchild Records,Original,23 min,PG-13 - Teens 13 or older
Heroman,6.84,Action,TV,26,2010,TV Tokyo,Original,24 min,PG - Children
Heya Camp△,7.19,"Slice of Life, Comedy",TV,12,2020,Sotsu,Manga,3 min,PG-13 - Teens 13 or older
Heybot!,5.93,"Sci-Fi, Comedy, Parody, Kids",TV,50,2016,Bandai Visual,Original,23 min,PG - Children
Hi no Tori,7.11,"Sci-Fi, Adventure, Historical, Supernatural, Drama",TV,13,2004,NHK,Manga,25 min,G - All Ages
Hi☆sCoool! SeHa Girls,6.51,Kids,TV,13,2014,Sanrio,Other,11 min,PG-13 - Teens 13 or older
Hibike! Euphonium,8,"Music, School, Drama",TV,13,2015,Lantis,Novel,23 min,PG-13 - Teens 13 or older
Hibike! Euphonium 2,8.3,"Music, School, Drama",TV,13,2016,Lantis,Novel,23 min,PG-13 - Teens 13 or older
Hidamari no Ki,6.87,Action,TV,25,2000,VAP,Manga,23 min,R+ - Mild Nudity
Hidamari Sketch,7.45,School,TV,12,2007,Aniplex,4-koma manga,24 min,PG-13 - Teens 13 or older
Hidamari Sketch x ☆☆☆,7.93,"Slice of Life, Comedy, School, Seinen",TV,12,2010,Aniplex,4-koma manga,24 min,PG-13 - Teens 13 or older
Hidamari Sketch x 365,7.84,"Slice of Life, Comedy, School, Seinen",TV,13,2008,Aniplex,4-koma manga,24 min,PG-13 - Teens 13 or older
Hidamari Sketch x Honeycomb,7.94,"Slice of Life, Comedy, School, Seinen",TV,12,2012,Aniplex,4-koma manga,24 min,PG-13 - Teens 13 or older
Hidan no Aria,6.88,Action,TV,12,2011,TBS,Light novel,24 min,PG-13 - Teens 13 or older
Hidan no Aria AA,6.25,Action,TV,12,2015,flying DOG,Manga,23 min,PG-13 - Teens 13 or older
Higashi no Eden,7.83,Action,TV,11,2009,Dentsu,Original,23 min,R - 17+ (violence & profanity)
Higepiyo,7.12,Comedy,TV,39,2009,Aniplex,Original,5 min,PG - Children
High School DxD,7.4,Fantasy,TV,12,2012,Genco,Light novel,24 min,R+ - Mild Nudity
High School DxD BorN,7.45,Action,TV,12,2015,Genco,Light novel,24 min,R+ - Mild Nudity
High School DxD Hero,7.28,Action,TV,12,2018,AT-X,Light novel,23 min,R+ - Mild Nudity
High School DxD New,7.54,Action,TV,12,2013,Genco,Light novel,24 min,R+ - Mild Nudity
High School Fleet,7.3,Action,TV,12,2016,Aniplex,Original,24 min,PG-13 - Teens 13 or older
High Score Girl,7.88,"Game, Comedy, Romance, School, Seinen",TV,12,2018,Square Enix,Manga,24 min,PG-13 - Teens 13 or older
High Score Girl II,8.08,Kids,TV,9,2019,Sotsu,Manga,23 min,PG-13 - Teens 13 or older
Highschool of the Dead,7.15,Action,TV,12,2010,Geneon Universal Entertainment,Manga,24 min,R+ - Mild Nudity
Higurashi no Naku Koro ni,7.95,"Mystery, Dementia, Horror, Psychological, Supernatural, Thriller",TV,26,2006,Geneon Universal Entertainment,Visual novel,24 min,R - 17+ (violence & profanity)
Higurashi no Naku Koro ni Gou,7.03,"Mystery, Dementia, Horror, Psychological, Supernatural, Thriller",TV,24,2020,Frontier Works,Visual novel,23 min,R - 17+ (violence & profanity)
Higurashi no Naku Koro ni Kai,8.23,"Mystery, Psychological, Supernatural, Thriller",TV,24,2007,Geneon Universal Entertainment,Visual novel,24 min,R - 17+ (violence & profanity)
Hiiro no Kakera,6.74,"Fantasy, Romance, Shoujo, Supernatural",TV,13,2012,Bandai Visual,Visual novel,24 min,PG-13 - Teens 13 or older
Hiiro no Kakera Dai Ni Shou,7.23,"Fantasy, Romance, Shoujo, Supernatural",TV,13,2012,Bandai Visual,Visual novel,24 min,PG-13 - Teens 13 or older
Hikari to Mizu no Daphne,6.76,"Sci-Fi, Mystery, Comedy, Police, Psychological, Drama, Ecchi",TV,24,2004,Genco,Original,24 min,R - 17+ (violence & profanity)
Hikaru no Go,8.11,Kids,TV,75,2001,TV Tokyo,Manga,23 min,PG-13 - Teens 13 or older
Himawari!,6.34,Adventure,TV,13,2006,Genco,Original,24 min,PG-13 - Teens 13 or older
Himawari!!,6.47,Romance,TV,13,2007,Starchild Records,Original,25 min,PG-13 - Teens 13 or older
Hime Chen! Otogi Chikku Idol Lilpri,7,"Magic, Shoujo",TV,51,2010,TV Tokyo,Game,24 min,PG - Children
Hime-chan no Ribbon,7.44,Fantasy,TV,61,1992,Nihon Ad Systems,Manga,23 min,PG - Children
Himesama Goyoujin,6.34,Comedy,TV,12,2006,Bandai Visual,Original,24 min,G - All Ages
Himiko-den,6.24,Adventure,TV,12,1999,Radix,Game,23 min,PG-13 - Teens 13 or older
Himitsukessha Taka no Tsume,6.13,Parody,TV,11,2006,Kadokawa,Original,11 min,PG-13 - Teens 13 or older
Himouto! Umaru-chan,7.17,School,TV,12,2015,AT-X,Manga,24 min,PG-13 - Teens 13 or older
Himouto! Umaru-chan R,7.36,School,TV,12,2017,AT-X,Manga,23 min,PG-13 - Teens 13 or older
Hina Logi: From Luck & Logic,6.68,Action,TV,12,2017,Bandai Visual,Card game,23 min,PG-13 - Teens 13 or older
Hinamatsuri,8.21,Sci-Fi,TV,12,2018,Media Factory,Manga,23 min,PG-13 - Teens 13 or older
Hinomaruzumou,7.6,Martial Arts,TV,24,2018,Nihon Ad Systems,Manga,23 min,PG-13 - Teens 13 or older
Hisone to Maso-tan,7.37,Drama,TV,12,2018,Warner Bros. Japan,Original,24 min,PG-13 - Teens 13 or older
Hit wo Nerae!,5.54,Comedy,TV,8,2004,m.o.e.,Original,13 min,R+ - Mild Nudity
Hitohira,6.77,Drama,TV,12,2007,Genco,Manga,23 min,PG-13 - Teens 13 or older
Hitori no Shita: The Outcast,6.78,Action,TV,12,2016,Haoliners Animation League,Web manga,24 min,R - 17+ (violence & profanity)
Hitoribocchi no Marumaru Seikatsu,7.51,School,TV,12,2019,Frontier Works,4-koma manga,23 min,PG-13 - Teens 13 or older
Hitorijime My Hero,7.41,Drama,TV,12,2017,Sotsu,Manga,24 min,PG-13 - Teens 13 or older
Hitsugi no Chaika,7.29,Action,TV,12,2014,Kadokawa,Light novel,24 min,R - 17+ (violence & profanity)
Hitsugi no Chaika: Avenging Battle,7.22,Action,TV,10,2014,Kadokawa,Light novel,23 min,R - 17+ (violence & profanity)
Hokuto no Ken,7.99,Action,TV,109,1984,Fuji TV,Manga,25 min,R - 17+ (violence & profanity)
Hokuto no Ken: Raoh Gaiden Ten no Haoh,7.14,Action,TV,13,2008,Shochiku,Manga,24 min,R - 17+ (violence & profanity)
Honey Honey no Suteki na Bouken,6.24,Adventure,TV,29,1981,Kokusai Eigasha,Manga,24 min,G - All Ages
Honobono Log,7.38,"Romance, Slice of Life",TV,10,2016,NHK,Picture book,2 min,G - All Ages
Honoo no Mirage,6.57,Action,TV,13,2002,Aniplex,Light novel,24 min,PG-13 - Teens 13 or older
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,8.03,"Slice of Life, Fantasy",TV,14,2019,WOWOW,Light novel,23 min,PG-13 - Teens 13 or older
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,8.16,"Slice of Life, Fantasy",TV,12,2020,WOWOW,Light novel,23 min,PG-13 - Teens 13 or older
Hoozuki no Reitetsu,7.8,Fantasy,TV,13,2014,Starchild Records,Manga,24 min,PG-13 - Teens 13 or older
Hoozuki no Reitetsu 2nd Season,7.88,Fantasy,TV,13,2017,Kodansha,Manga,23 min,PG-13 - Teens 13 or older
Horimiya,8.6,"Slice of Life, Comedy, Romance, School, Shounen",TV,13,2021,Aniplex,Manga,23 min,PG-13 - Teens 13 or older
Hoshi no Kirby,6.77,Action,TV,100,2001,C2C,Game,24 min,PG - Children
Hoshi no Oujisama Petit Prince,6.77,Adventure,TV,35,1978,Asahi,Novel,24 min,G - All Ages
Hoshiai no Sora,7.53,Sports,TV,12,2019,TBS,Original,24 min,PG-13 - Teens 13 or older
Hoshizora e Kakaru Hashi,6.78,Comedy,TV,12,2011,Dentsu,Visual novel,25 min,R+ - Mild Nudity
Houkago no Pleiades (TV),6.72,"Magic, Space",TV,12,2015,Dentsu,Original,23 min,PG-13 - Teens 13 or older
Houkago Saikoro Club,6.72,"Game, Comedy, School, Shounen",TV,12,2019,Genco,Manga,23 min,PG-13 - Teens 13 or older
Hourou Musuko,7.74,Drama,TV,11,2011,Aniplex,Manga,23 min,PG-13 - Teens 13 or older
Houseki no Kuni (TV),8.41,Action,TV,12,2017,Mainichi Broadcasting System,Manga,24 min,PG-13 - Teens 13 or older
Housekishou Richard-shi no Nazo Kantei,7.16,Drama,TV,12,2020,Nippon Animation,Novel,23 min,PG-13 - Teens 13 or older
