number,Name,Score,Genre,Type,Episodes,Year,Producers,Source,Duration,Rating
1,009-1,6.26,Action,TV,12,2006,Aniplex,Manga,25,R - 17+ (violence & profanity)
1,07-Ghost,7.24,Action,TV,25,2009,Ichijinsha,Manga,23,PG-13 - Teens 13 or older
1,100-man no Inochi no Ue ni Ore wa Tatteiru,6.45,Action,TV,12,2020,Lantis,Manga,23,PG-13 - Teens 13 or older
1,11eyes,6.16,Action,TV,12,2009,Marvelous,Visual novel,25,R - 17+ (violence & profanity)
1,91 Days,7.84,Action,TV,12,2016,Shochiku,Original,24,R - 17+ (violence & profanity)
1,A.D. Police (TV),6.02,Action,TV,12,1999,AIC,Original,24,PG-13 - Teens 13 or older
1,Absolute Duo,6.51,Action,TV,12,2015,Half H.P Studio,Light novel,24,R - 17+ (violence & profanity)
1,Accel World,7.32,Action,TV,24,2012,Genco,Light novel,24,PG-13 - Teens 13 or older
1,Afro Samurai,7.36,Action,TV,5,2007,Dentsu,Original,27,R+ - Mild Nudity
1,Aguu: Tensai Ningyou,5.48,Action,TV,12,2018,TBS,Web manga,23,PG-13 - Teens 13 or older
1,Ai no Senshi Rainbowman,6.46,Action,TV,22,1982,Tokyo Movie Shinsha,Other,25,PG-13 - Teens 13 or older
1,Air Gear,7.53,Action,TV,25,2006,Marvelous,Manga,24,R+ - Mild Nudity
1,Air Master,7.02,Action,TV,27,2003,VAP,Manga,24,R - 17+ (violence & profanity)
1,Ajin,7.49,Action,TV,13,2016,Mainichi Broadcasting System,Manga,24,R - 17+ (violence & profanity)
1,Ajin 2nd Season,7.68,Action,TV,13,2016,Toho,Manga,24,R - 17+ (violence & profanity)
1,Akai Koudan Zillion,6.6,Action,TV,31,1987,Victor Entertainment,Game,24,PG-13 - Teens 13 or older
1,Akame ga Kill!,7.53,Action,TV,24,2014,Square Enix,Manga,23,R - 17+ (violence & profanity)
1,Akanesasu Shoujo,6.47,Action,TV,12,2018,Yomiko Advertising,Original,23,PG-13 - Teens 13 or older
1,Akatsuki no Yona,8.05,Action,TV,24,2014,VAP,Manga,24,PG-13 - Teens 13 or older
1,Akiba's Trip The Animation,6.55,Action,TV,13,2017,AT-X,Game,23,PG-13 - Teens 13 or older
1,Akudama Drive,7.75,Action,TV,12,2020,Marvelous,Original,23,R - 17+ (violence & profanity)
1,Akuma no Riddle,6.64,Action,TV,12,2014,Mainichi Broadcasting System,Manga,23,R - 17+ (violence & profanity)
1,Akuu Daisakusen Srungle,6.17,Action,TV,53,1983,Kokusai Eigasha,Original,25,PG-13 - Teens 13 or older
1,Aldnoah.Zero,7.44,Action,TV,12,2014,Aniplex,Original,23,R - 17+ (violence & profanity)
1,Aldnoah.Zero 2nd Season,6.98,Action,TV,12,2015,Aniplex,Original,23,R - 17+ (violence & profanity)
1,Alexander Senki,5.71,Action,TV,13,1999,Media Factory,Novel,23,R+ - Mild Nudity
1,Amatsuki,6.92,Action,TV,13,2008,Frontier Works,Manga,23,PG-13 - Teens 13 or older
1,Angel Beats!,8.15,Action,TV,13,2010,Aniplex,Original,24,PG-13 - Teens 13 or older
1,Angel Heart,7.3,Action,TV,50,2005,Aniplex,Manga,23,PG-13 - Teens 13 or older
1,Angolmois: Genkou Kassenki,7.15,Action,TV,12,2018,HOTZIPANG,Manga,23,PG-13 - Teens 13 or older
1,Ansatsu Kyoushitsu,8.12,Action,TV,22,2015,Dentsu,Manga,23,PG-13 - Teens 13 or older
1,Ansatsu Kyoushitsu 2nd Season,8.54,Action,TV,25,2016,Dentsu,Manga,23,PG-13 - Teens 13 or older
1,Ao no Exorcist,7.59,Action,TV,25,2011,Aniplex,Manga,24,PG-13 - Teens 13 or older
1,Ao no Exorcist: Kyoto Fujouou-hen,7.43,Action,TV,12,2017,Aniplex,Manga,24,PG-13 - Teens 13 or older
1,Aoharu x Kikanjuu,7.18,Action,TV,12,2015,TBS,Manga,24,PG-13 - Teens 13 or older
1,Aoki Hagane no Arpeggio: Ars Nova,7.4,Action,TV,12,2013,Sotsu,Manga,24,PG-13 - Teens 13 or older
1,Aquarian Age: Sign for Evolution,6.12,Action,TV,13,2002,Broccoli,Card game,24,PG-13 - Teens 13 or older
1,Aquarion Evol,7.14,Action,TV,26,2012,Media Factory,Original,24,PG-13 - Teens 13 or older
1,Aquarion Logos,5.72,Action,TV,26,2015,C2C,Original,24,PG-13 - Teens 13 or older
1,Arad Senki: Slap Up Party,6.75,Action,TV,26,2009,Studio Jack,Game,25,PG-13 - Teens 13 or older
1,Arc the Lad,6.53,Action,TV,26,1999,Sony Pictures Entertainment,Game,22,R - 17+ (violence & profanity)
1,Arcana Famiglia,6.28,Action,TV,12,2012,Frontier Works,Visual novel,24,PG-13 - Teens 13 or older
1,Area 88 (TV),7.03,Action,TV,12,2004,Asahi,Manga,25,PG-13 - Teens 13 or older
1,Arifureta Shokugyou de Sekai Saikyou,6.52,Action,TV,13,2019,AT-X,Light novel,23,PG-13 - Teens 13 or older
1,Arslan Senki (TV),7.71,Action,TV,25,2015,Dentsu,Manga,24,R - 17+ (violence & profanity)
1,Arslan Senki (TV): Fuujin Ranbu,7.53,Action,TV,8,2016,Mainichi Broadcasting System,Manga,24,PG-13 - Teens 13 or older
1,Asagiri no Miko,6.18,Action,TV,26,2002,Starchild Records,Manga,12,PG - Children
1,Ashita no Joe,8.28,Action,TV,79,1970,Fuji TV,Manga,25,PG-13 - Teens 13 or older
1,Ashita no Joe 2,8.67,Action,TV,47,1980,Annapuru,Manga,24,PG-13 - Teens 13 or older
1,Asobot Senki Gokuu,6.62,Action,TV,52,2002,TV Tokyo,Manga,23,PG-13 - Teens 13 or older
1,Astro Boy: Tetsuwan Atom,7,Action,TV,50,2003,Sony Pictures Entertainment,Manga,24,G - All Ages
1,Asura Cryin',6.95,Action,TV,13,2009,TV Tokyo,Light novel,24,PG-13 - Teens 13 or older
1,Asura Cryin' 2,7.31,Action,TV,13,2009,TV Tokyo,Light novel,24,PG-13 - Teens 13 or older
1,Atom: The Beginning,6.85,Action,TV,12,2017,NHK,Manga,25,PG-13 - Teens 13 or older
1,Attacker You!,6.57,Action,TV,58,1984,TV Tokyo,Manga,23,R+ - Mild Nudity
1,AWOL,5.62,Action,TV,12,1998,Bee Train,Original,30,PG-13 - Teens 13 or older
1,Ayakashi,6.36,Action,TV,12,2008,Media Factory,Visual novel,23,R - 17+ (violence & profanity)
1,Azur Lane,6.28,Action,TV,12,2019,Frontier Works,Game,23,PG-13 - Teens 13 or older
1,Baccano!,8.42,Action,TV,13,2007,Aniplex,Light novel,24,R - 17+ (violence & profanity)
1,Bakegyamon,6.68,Action,TV,51,2006,TV Tokyo,Manga,25,PG - Children
1,Bakugan Battle Brawlers,6.32,Action,TV,52,2007,Nelvana,Original,24,PG - Children
1,Bakugan Battle Brawlers: Gundalian Invaders,6.21,Action,TV,39,2010,Sanrio,Original,24,G - All Ages
1,Bakugan: Battle Planet,5.57,Action,TV,50,2019,Nelvana,Original,24,PG - Children
1,Bakumatsu,5.77,Action,TV,12,2018,TBS,Game,24,PG-13 - Teens 13 or older
1,Bakumatsu Rock,6.05,Action,TV,12,2014,Nihon Ad Systems,Game,23,PG-13 - Teens 13 or older
1,Bakumatsu: Crisis,5.7,Action,TV,12,2019,TBS,Game,24,PG-13 - Teens 13 or older
1,Bakuten Shoot Beyblade,6.73,Action,TV,51,2001,d-rights,Manga,23,PG - Children
1,Bakuten Shoot Beyblade 2002,6.68,Action,TV,51,2002,d-rights,Manga,21,PG - Children
1,Bakuten Shoot Beyblade G Revolution,6.93,Action,TV,52,2003,d-rights,Manga,20,PG - Children
1,Banana Fish,8.45,Action,TV,24,2018,Aniplex,Manga,22,R - 17+ (violence & profanity)
1,Bannou Bunka Neko-Musume (1998),6.53,Action,TV,12,1998,Movic,Original,23,PG-13 - Teens 13 or older
1,Barom One,5.22,Action,TV,13,2003,AT-X,Manga,24,PG-13 - Teens 13 or older
1,Basilisk: Kouga Ninpou Chou,7.58,Action,TV,24,2005,GDH,Manga,24,R - 17+ (violence & profanity)
1,Basilisk: Ouka Ninpouchou,5.47,Action,TV,24,2018,Kodansha,Manga,23,R - 17+ (violence & profanity)
1,Battle Athletess Daiundoukai (TV),6.9,Action,TV,26,1997,TV Tokyo,Original,22,PG - Children
1,Battle Girl High School,5.84,Action,TV,12,2017,flying DOG,Game,23,PG-13 - Teens 13 or older
1,Beatless,6.2,Action,TV,20,2018,Kadokawa,Light novel,24,PG-13 - Teens 13 or older
1,Beelzebub,7.91,Action,TV,60,2011,Studio Jack,Manga,24,PG-13 - Teens 13 or older
1,Bem,6.03,Action,TV,12,2019,TV Tokyo,Original,24,PG-13 - Teens 13 or older
1,Ben-To,7.28,Action,TV,12,2011,Pony Canyon,Light novel,24,PG-13 - Teens 13 or older
1,Berserk,6.39,Action,TV,12,2016,WOWOW,Manga,24,R+ - Mild Nudity
1,Berserk 2nd Season,6.69,Action,TV,12,2017,WOWOW,Manga,24,R - 17+ (violence & profanity)
1,Beyblade Burst,6.33,Action,TV,51,2016,TV Tokyo,Original,24,PG - Children
1,Beyblade Burst God,6.7,Action,TV,51,2017,TV Tokyo,Original,24,PG - Children
1,Big Order (TV),5.4,Action,TV,10,2016,Lantis,Manga,24,R+ - Mild Nudity
1,Black Blood Brothers,7.14,Action,TV,12,2006,Tokyo Movie Shinsha,Light novel,25,R - 17+ (violence & profanity)
1,Black Bullet,7.17,Action,TV,13,2014,Geneon Universal Entertainment,Light novel,24,R - 17+ (violence & profanity)
1,Black Clover,7.38,Action,TV,170,2017,TV Tokyo,Manga,23,PG-13 - Teens 13 or older
1,Black Lagoon,8.05,Action,TV,12,2006,Geneon Universal Entertainment,Manga,24,R - 17+ (violence & profanity)
1,Black Lagoon: The Second Barrage,8.19,Action,TV,12,2006,Geneon Universal Entertainment,Manga,24,R - 17+ (violence & profanity)
1,Black★Rock Shooter (TV),6.85,Action,TV,8,2012,Aniplex,Other,23,PG-13 - Teens 13 or older
1,Blade & Soul,6.09,Action,TV,13,2014,TBS,Game,24,R - 17+ (violence & profanity)
1,Blade of the Immortal,6.82,Action,TV,13,2008,Pony Canyon,Manga,24,R - 17+ (violence & profanity)
1,Blassreiter,6.94,Action,TV,24,2008,Nippon Animation,Original,23,R - 17+ (violence & profanity)
1,BlazBlue: Alter Memory,6.13,Action,TV,12,2013,Lantis,Game,24,R - 17+ (violence & profanity)
1,Bleach,7.8,Action,TV,366,2004,TV Tokyo,Manga,24,PG-13 - Teens 13 or older
1,Blood Lad,7.33,Action,TV,10,2013,Kadokawa,Manga,24,PG-13 - Teens 13 or older
1,Blood-C,6.56,Action,TV,12,2011,Aniplex,Manga,23,R - 17+ (violence & profanity)
1,Blood+,7.66,Action,TV,50,2005,Aniplex,Original,24,R - 17+ (violence & profanity)
1,Bloodivores,5.51,Action,TV,12,2016,Emon,Web manga,24,R - 17+ (violence & profanity)
1,Blue Seed,7.03,Action,TV,26,1994,Nihon Ad Systems,Manga,23,PG-13 - Teens 13 or older
1,Boku no Hero Academia,8.11,Action,TV,13,2016,Dentsu,Manga,24,PG-13 - Teens 13 or older
1,Boku no Hero Academia 2nd Season,8.33,Action,TV,25,2017,Dentsu,Manga,23,PG-13 - Teens 13 or older
1,Boku no Hero Academia 3rd Season,8.25,Action,TV,25,2018,Dentsu,Manga,23,PG-13 - Teens 13 or older
1,Boku no Hero Academia 4th Season,8.06,Action,TV,25,2019,Dentsu,Manga,24,PG-13 - Teens 13 or older
1,Bouken Yuuki Pluster World,6.18,Action,TV,52,2003,TV Tokyo,Original,24,G - All Ages
1,Brain Powerd,6.11,Action,TV,26,1998,Bandai Visual,Original,25,PG-13 - Teens 13 or older
1,Brave 10,6.8,Action,TV,12,2012,Media Factory,Manga,24,R - 17+ (violence & profanity)
1,Brave Witches,6.82,Action,TV,12,2016,Nippon Animation,Original,23,R+ - Mild Nudity
1,Break Blade,7.29,Action,TV,12,2014,Bandai Visual,Manga,24,R - 17+ (violence & profanity)
1,Btooom!,7.39,Action,TV,12,2012,Sotsu,Manga,24,R - 17+ (violence & profanity)
1,Bubuki Buranki,6.3,Action,TV,12,2016,Dentsu,Original,24,PG-13 - Teens 13 or older
1,Bubuki Buranki: Hoshi no Kyojin,6.83,Action,TV,12,2016,Dentsu,Original,23,PG-13 - Teens 13 or older
1,Buddy Complex,7.17,Action,TV,13,2014,Bandai Visual,Original,24,PG-13 - Teens 13 or older
1,Bungou Stray Dogs,7.79,Action,TV,12,2016,Lantis,Manga,23,R - 17+ (violence & profanity)
1,Bungou Stray Dogs 2nd Season,8.2,Action,TV,12,2016,Lantis,Manga,23,R - 17+ (violence & profanity)
1,Bungou Stray Dogs 3rd Season,8.17,Action,TV,12,2019,WOWOW,Manga,23,R - 17+ (violence & profanity)
1,Burn Up Excess,6.55,Action,TV,13,1998,AIC,Original,25,PG-13 - Teens 13 or older
1,Burn Up Scramble,6.19,Action,TV,12,2004,Geneon Universal Entertainment,Original,24,R - 17+ (violence & profanity)
1,Bus Gamer,6.54,Action,TV,3,2008,Frontier Works,Manga,23,PG-13 - Teens 13 or older
1,Busou Renkin,7.35,Action,TV,26,2006,Geneon Universal Entertainment,Manga,24,PG-13 - Teens 13 or older
1,Busou Shoujo Machiavellianism,6.96,Action,TV,12,2017,Media Factory,Manga,23,PG-13 - Teens 13 or older
1,C: The Money of Soul and Possibility Control,7.25,Action,TV,11,2011,Fuji TV,Original,22,PG-13 - Teens 13 or older
1,C³,6.66,Action,TV,12,2011,Starchild Records,Light novel,24,R - 17+ (violence & profanity)
1,Caligula (TV),6.03,Action,TV,12,2018,Pony Canyon,Game,23,PG-13 - Teens 13 or older
1,Canaan,7.27,Action,TV,13,2009,Lantis,Visual novel,23,R - 17+ (violence & profanity)
1,Captain Earth,6.42,Action,TV,25,2014,Avex Entertainment,Original,24,PG-13 - Teens 13 or older
1,Captain Tsubasa,7.3,Action,TV,128,1983,TV Tokyo,Manga,24,G - All Ages
1,Captain Tsubasa (2018),7.42,Action,TV,52,2018,TV Tokyo,Manga,22,G - All Ages
1,Captain Tsubasa J,7.27,Action,TV,47,1994,Nihon Ad Systems,Manga,27,G - All Ages
1,Captain Tsubasa: Road to 2002,7.4,Action,TV,52,2001,TV Tokyo,Manga,24,PG-13 - Teens 13 or older
1,Cardfight!! Vanguard,7.04,Action,TV,65,2011,Dentsu,Original,24,PG-13 - Teens 13 or older
1,Cardfight!! Vanguard G,6.52,Action,TV,48,2014,TV Tokyo,Card game,24,PG-13 - Teens 13 or older
1,Cardfight!! Vanguard G: GIRS Crisis-hen,6.67,Action,TV,26,2015,TV Tokyo,Card game,24,PG-13 - Teens 13 or older
1,Cardfight!! Vanguard G: Next,6.59,Action,TV,52,2016,Sotsu,Card game,24,PG-13 - Teens 13 or older
1,Cardfight!! Vanguard G: Z,6.48,Action,TV,24,2017,Sotsu,Card game,24,PG-13 - Teens 13 or older
1,Cardfight!! Vanguard: Asia Circuit-hen,6.84,Action,TV,39,2012,TV Tokyo,Original,24,PG-13 - Teens 13 or older
1,Cardfight!! Vanguard: Legion Mate-hen,6.79,Action,TV,33,2014,Dentsu,Original,24,PG-13 - Teens 13 or older
1,Cardfight!! Vanguard: Link Joker-hen,7.17,Action,TV,59,2013,TV Tokyo,Original,24,PG-13 - Teens 13 or older
1,Casshern Sins,7.53,Action,TV,24,2008,Shochiku,Other,24,R - 17+ (violence & profanity)
1,Chain Chronicle: Haecceitas no Hikari,6.66,Action,TV,12,2017,Bandai Visual,Game,24,PG-13 - Teens 13 or older
1,Chaos Dragon: Sekiryuu Seneki,5.66,Action,TV,12,2015,Sotsu,Game,24,R - 17+ (violence & profanity)
1,Chargeman Ken!,4.73,Action,TV,65,1974,KlockWorx,Original,6,PG - Children
1,Cheating Craft,5.44,Action,TV,12,2016,Haoliners Animation League,Novel,12,PG-13 - Teens 13 or older
1,Chiisana Kyojin Microman,6.27,Action,TV,52,1999,TV Tokyo,Other,25,G - All Ages
1,Chikyuu Bouei Kazoku,6.57,Action,TV,13,2001,Bandai Visual,Original,23,PG-13 - Teens 13 or older
1,Chiruran: Nibun no Ichi,5.67,Action,TV,12,2017,DAX Production,Manga,2,G - All Ages
1,Chou Denji Machine Voltes V,7.45,Action,TV,40,1977,Asahi,Original,23,PG-13 - Teens 13 or older
1,Chou Henshin Cosprayers,4.95,Action,TV,8,2004,m.o.e.,Original,14,PG-13 - Teens 13 or older
1,Chou Kousoku Galvion,5.97,Action,TV,22,1984,Asahi,Original,23,PG-13 - Teens 13 or older
1,Choujigen Game Neptune The Animation,6.99,Action,TV,12,2013,Frontier Works,Game,24,PG-13 - Teens 13 or older
1,Choujikuu Kidan Southern Cross,6.58,Action,TV,23,1984,Big West,Original,23,R+ - Mild Nudity
1,Choujikuu Seiki Orguss,6.52,Action,TV,35,1983,Tokyo Movie Shinsha,Original,25,PG-13 - Teens 13 or older
1,Choujuu Kishin Dancougar,6.65,Action,TV,38,1985,Ashi Production,Original,25,PG-13 - Teens 13 or older
1,Choujuushin Gravion,6.4,Action,TV,13,2002,Imagica,Original,23,PG-13 - Teens 13 or older
1,Chouon Senshi Borgman,6.39,Action,TV,35,1988,Yomiko Advertising,Other,24,PG-13 - Teens 13 or older
1,Chousoku Henkei Gyrozetter,6.42,Action,TV,51,2012,TV Tokyo,Game,25,G - All Ages
1,Chrno Crusade,7.66,Action,TV,24,2003,Lantis,Manga,23,R - 17+ (violence & profanity)
1,Chrome Shelled Regios,7.35,Action,TV,24,2009,AIC,Light novel,24,R - 17+ (violence & profanity)
1,Circlet Princess,6,Action,TV,12,2019,Lantis,Game,24,PG-13 - Teens 13 or older
1,City Hunter,7.93,Action,TV,51,1987,Aniplex,Manga,25,PG-13 - Teens 13 or older
1,Clamp Gakuen Tanteidan,6.91,Action,TV,26,1997,Bandai Visual,Manga,24,G - All Ages
1,Claymore,7.78,Action,TV,26,2007,VAP,Manga,23,R+ - Mild Nudity
1,Cluster Edge,6.35,Action,TV,25,2005,Bandai Visual,Original,24,PG-13 - Teens 13 or older
1,Cobra The Animation,7.11,Action,TV,13,2010,Haoliners Animation League,Manga,24,R+ - Mild Nudity
1,Code Geass: Hangyaku no Lelouch,8.72,Action,TV,25,2006,Bandai Visual,Original,24,R - 17+ (violence & profanity)
1,Code Geass: Hangyaku no Lelouch R2,8.91,Action,TV,25,2008,Bandai Visual,Original,24,R - 17+ (violence & profanity)
1,Code:Breaker,6.8,Action,TV,13,2012,Bandai Visual,Manga,24,R - 17+ (violence & profanity)
1,Comet Lucifer,5.86,Action,TV,12,2015,Bandai Visual,Original,23,PG-13 - Teens 13 or older
1,Conception,4.65,Action,TV,12,2018,Sotsu,Game,23,PG-13 - Teens 13 or older
1,Concrete Revolutio: Choujin Gensou,6.71,Action,TV,13,2015,Bandai Visual,Original,24,PG-13 - Teens 13 or older
1,Concrete Revolutio: Choujin Gensou - The Last Song,7.05,Action,TV,11,2016,Bandai Visual,Original,24,R+ - Mild Nudity
1,Coppelion,6.48,Action,TV,13,2013,Starchild Records,Manga,24,PG-13 - Teens 13 or older
1,Cosmo Warrior Zero,6.56,Action,TV,13,2001,AT-X,Game,25,PG-13 - Teens 13 or older
1,Cowboy Bebop,8.78,Action,TV,26,1998,Bandai Visual,Original,24,R - 17+ (violence & profanity)
1,Coyote Ragtime Show,6.65,Action,TV,12,2006,KlockWorx,Original,24,PG-13 - Teens 13 or older
1,Croket!,6.89,Action,TV,104,2003,TV Tokyo,Manga,20,G - All Ages
1,Cross Ange: Tenshi to Ryuu no Rondo,7.41,Action,TV,25,2014,Starchild Records,Original,23,R - 17+ (violence & profanity)
1,Crystal Blaze,6.16,Action,TV,12,2008,Studio Comet,Original,24,R - 17+ (violence & profanity)
1,Cutey Honey,6.45,Action,TV,25,1973,Dynamic Planning,Manga,25,PG-13 - Teens 13 or older
1,Cuticle Tantei Inaba,7.3,Action,TV,12,2013,Frontier Works,Manga,23,PG-13 - Teens 13 or older
1,Cutie Honey Universe,5.43,Action,TV,12,2018,Pony Canyon,Manga,23,R - 17+ (violence & profanity)
1,Cybersix,7.24,Action,TV,13,1999,Tokyo Movie Shinsha,Other,23,PG-13 - Teens 13 or older
1,Cyborg 009: The Cyborg Soldier,7.28,Action,TV,50,2001,TV Tokyo,Manga,25,PG-13 - Teens 13 or older
1,D.Gray-man,8.05,Action,TV,103,2006,TV Tokyo,Manga,23,PG-13 - Teens 13 or older
1,D.Gray-man Hallow,7.75,Action,TV,13,2016,TV Tokyo,Manga,24,R - 17+ (violence & profanity)
1,D.N.Angel,7.2,Action,TV,26,2003,Kadokawa,Manga,23,PG-13 - Teens 13 or older
1,D4 Princess,6.1,Action,TV,24,1999,Pony Canyon,Manga,8,PG-13 - Teens 13 or older
1,Danball Senki,7.02,Action,TV,44,2011,TV Tokyo,Game,23,G - All Ages
1,Dance in the Vampire Bund,7.06,Action,TV,12,2010,Genco,Manga,24,R+ - Mild Nudity
1,Dansai Bunri no Crime Edge,6.72,Action,TV,13,2013,Media Factory,Manga,24,R - 17+ (violence & profanity)
1,Dantalian no Shoka,7.26,Action,TV,12,2011,TV Tokyo,Light novel,25,R - 17+ (violence & profanity)
1,Darker than Black: Kuro no Keiyakusha,8.12,Action,TV,25,2007,Aniplex,Original,24,R - 17+ (violence & profanity)
1,Darker than Black: Ryuusei no Gemini,7.48,Action,TV,12,2009,Aniplex,Original,24,R - 17+ (violence & profanity)
1,Darling in the FranXX,7.33,Action,TV,24,2018,Aniplex,Original,24,PG-13 - Teens 13 or older
1,Darwin's Game,7.3,Action,TV,11,2020,Aniplex,Manga,26,R - 17+ (violence & profanity)
1,Dash! Yonkurou,6.76,Action,TV,25,1989,Aubec,Manga,24,G - All Ages
1,Deadman Wonderland,7.22,Action,TV,12,2011,Kadokawa,Manga,24,R - 17+ (violence & profanity)
1,Deca-Dence,7.48,Action,TV,12,2020,AT-X,Original,23,PG-13 - Teens 13 or older
1,Demashita! Powerpuff Girls Z,6.35,Action,TV,52,2006,TV Tokyo,Other,25,PG - Children
1,Densetsu no Yuusha no Densetsu,7.6,Action,TV,24,2010,Lantis,Light novel,24,R - 17+ (violence & profanity)
1,Devil May Cry,6.98,Action,TV,12,2007,WOWOW,Game,24,R - 17+ (violence & profanity)
1,Devil Survivor 2 The Animation,6.89,Action,TV,13,2013,Mainichi Broadcasting System,Game,24,R - 17+ (violence & profanity)
1,Devilman,6.45,Action,TV,39,1972,Dynamic Planning,Manga,25,R - 17+ (violence & profanity)
1,Devilman Lady,6.66,Action,TV,26,1998,Dynamic Planning,Manga,25,R+ - Mild Nudity
1,Devils Line,6.79,Action,TV,12,2018,Kodansha,Manga,24,R - 17+ (violence & profanity)
1,Dia Horizon (Kabu),5.05,Action,TV,12,2017,Sotsu,Original,3,PG-13 - Teens 13 or older
1,Dies Irae,5.38,Action,TV,11,2017,Genco,Visual novel,23,R - 17+ (violence & profanity)
1,Digimon Adventure,7.79,Action,TV,54,1999,Yomiko Advertising,Other,24,PG - Children
1,Digimon Adventure 02,7.24,Action,TV,50,2000,Yomiko Advertising,Original,25,PG - Children
1,Digimon Adventure:,6.77,Action,TV,66,2020,Yomiko Advertising,Other,23,PG - Children
1,Digimon Frontier,7.15,Action,TV,50,2002,Yomiko Advertising,Original,23,PG - Children
1,Digimon Xros Wars,6.73,Action,TV,30,2010,Asahi,Original,25,PG - Children
1,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,7.16,Action,TV,24,2011,Asahi,Original,25,PG - Children
1,Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,6.45,Action,TV,25,2011,Asahi,Original,25,PG - Children
1,Dimension W,7.22,Action,TV,12,2016,Bandai Visual,Manga,24,R - 17+ (violence & profanity)
1,Dog Days,6.96,Action,TV,13,2011,Aniplex,Original,24,PG-13 - Teens 13 or older
1,Dog Days',7.09,Action,TV,13,2012,Aniplex,Original,23,PG-13 - Teens 13 or older
1,Dog Days'',6.97,Action,TV,12,2015,Aniplex,Original,23,PG-13 - Teens 13 or older
1,Dokidoki! Precure,6.59,Action,TV,49,2013,Asahi Broadcasting,Original,24,G - All Ages
1,Dokyuu Hentai HxEros,5.74,Action,TV,12,2020,Studio Jack,Manga,23,R+ - Mild Nudity
1,Donten ni Warau,7.52,Action,TV,12,2014,VAP,Manga,23,PG-13 - Teens 13 or older
1,Dorohedoro,8.1,Action,TV,12,2020,Shochiku,Manga,23,R - 17+ (violence & profanity)
1,Dororo,8.19,Action,TV,24,2019,TV Tokyo,Manga,24,R - 17+ (violence & profanity)
1,Dororo to Hyakkimaru,7.17,Action,TV,26,1969,Fuji TV,Manga,26,R - 17+ (violence & profanity)
1,Dororon Enma-kun Meeramera,6.53,Action,TV,12,2011,Mainichi Broadcasting System,Manga,24,R - 17+ (violence & profanity)
1,Double Decker! Doug & Kirill,6.87,Action,TV,13,2018,Lantis,Original,24,R - 17+ (violence & profanity)
1,Dragon Ball GT,6.48,Action,TV,64,1996,Fuji TV,Manga,23,PG-13 - Teens 13 or older
1,Dragon Ball Super,7.42,Action,TV,131,2015,Yomiko Advertising,Manga,23,PG-13 - Teens 13 or older
1,Dragon Ball Z,8.16,Action,TV,291,1989,Fuji TV,Manga,24,PG-13 - Teens 13 or older
1,Dragon Crisis!,6.7,Action,TV,12,2011,Yomiko Advertising,Light novel,23,PG-13 - Teens 13 or older
1,Dragon Drive,6.73,Action,TV,38,2002,Bandai Visual,Manga,25,PG - Children
1,Dragon Quest: Abel Yuusha Densetsu,6.9,Action,TV,43,1990,Nihon Ad Systems,Game,24,G - All Ages
1,Dragonaut: The Resonance,6.65,Action,TV,25,2007,Nihon Ad Systems,Original,25,R+ - Mild Nudity
1,DRAMAtical Murder,6.09,Action,TV,12,2014,Avex Entertainment,Visual novel,24,PG-13 - Teens 13 or older
1,Drifters,7.94,Action,TV,12,2016,Heewon Entertainment,Manga,23,R - 17+ (violence & profanity)
1,DT Eightron,6.33,Action,TV,26,1998,Fuji TV,Original,25,PG-13 - Teens 13 or older
1,Dual! Parallel Lun-Lun Monogatari,7.1,Action,TV,13,1999,Pioneer LDC,Original,25,PG-13 - Teens 13 or older
1,Duel Masters,5.85,Action,TV,26,2002,Studio Jack,Manga,21,PG-13 - Teens 13 or older
1,Duel Masters Charge,6.19,Action,TV,52,2004,Shochiku,Original,21,PG-13 - Teens 13 or older
1,Duel Masters Cross,6.35,Action,TV,100,2008,Shochiku,Original,10,PG-13 - Teens 13 or older
1,Duel Masters Cross Shock,6.2,Action,TV,50,2010,Shochiku,Original,10,PG-13 - Teens 13 or older
1,Duel Masters Victory,5.82,Action,TV,52,2011,Shochiku,Original,10,PG-13 - Teens 13 or older
1,Duel Masters Victory V,5.95,Action,TV,51,2012,Shochiku,Original,10,PG-13 - Teens 13 or older
1,Duel Masters Victory V3,5.88,Action,TV,51,2013,TV Tokyo,Original,24,PG-13 - Teens 13 or older
1,Duel Masters VSR,5.55,Action,TV,51,2015,Shochiku,Original,24,PG-13 - Teens 13 or older
1,Duel Masters VSRF,5.44,Action,TV,51,2016,TV Tokyo,Original,24,PG-13 - Teens 13 or older
1,Duel Masters Zero,5.99,Action,TV,24,2007,Shochiku,Original,10,G - All Ages
1,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7.64,Action,TV,13,2015,Genco,Light novel,24,PG-13 - Teens 13 or older
1,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,7.05,Action,TV,12,2017,Genco,Light novel,25,PG-13 - Teens 13 or older
1,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,7.24,Action,TV,12,2019,Genco,Light novel,24,PG-13 - Teens 13 or older
