number,Name,Score,Genre,Type,Episodes,Year,Producers,Source,Duration,Rating
1,Miss Monochrome The Animation,6.4,Music,TV,13,2013,TV Tokyo,Original,4,G - All Ages
1,Miss Monochrome The Animation 2,6.5,Music,TV,13,2015,Starchild Records,Original,7,G - All Ages
1,Miss Monochrome The Animation 3,6.54,Music,TV,13,2015,Starchild Records,Original,7,G - All Ages
1,Nodame Cantabile,8.32,Music,TV,23,2007,Dentsu,Manga,22,PG-13 - Teens 13 or older
1,Nana,8.46,Music,TV,47,2006,VAP,Manga,23,R+ - Mild Nudity
1,K-On!,7.84,Music,TV,13,2009,Pony Canyon,4-koma manga,24,PG-13 - Teens 13 or older
1,Piano (TV),6.02,Music,TV,10,2002,AIC,Original,24,G - All Ages
1,HaruChika: Haruta to Chika wa Seishun suru,6.36,Music,TV,12,2016,Lantis,Novel,24,PG-13 - Teens 13 or older
1,Love Live! Nijigasaki Gakuen School Idol Doukoukai,7.62,Music,TV,13,2020,Bushiroad,Other,24,PG-13 - Teens 13 or older
1,Love Live! School Idol Project,7.44,Music,TV,13,2013,Bandai Visual,Other,23,PG-13 - Teens 13 or older
1,Love Live! Sunshine!!,7.4,Music,TV,13,2016,Bandai Visual,Other,24,PG-13 - Teens 13 or older
1,Starmyu 2nd Season,7.33,Music,TV,12,2017,NBCUniversal Entertainment Japan,Original,24,PG-13 - Teens 13 or older
1,Starmyu 3rd Season,6.89,Music,TV,12,2019,NBCUniversal Entertainment Japan,Original,23,PG-13 - Teens 13 or older
1,Tari Tari,7.32,Music,TV,13,2012,Bandai Visual,Original,24,PG-13 - Teens 13 or older
1,Aikatsu Friends!,7.1,Music,TV,50,2018,TV Tokyo,Game,24,PG - Children
1,PriPara,7.44,Music,TV,140,2014,TV Tokyo,Game,23,PG - Children
1,Shounen Hollywood: Holly Stage for 50,6.57,Music,TV,13,2015,Starchild Records,Novel,23,PG-13 - Teens 13 or older
1,Chou Shounen Tanteidan Neo,5.25,Fantasy,TV,13,2017,Tokyo Movie Shinsha,Novel,4,PG-13 - Teens 13 or older
1,Fabre-sensei wa Meitantei,6.26,Fantasy,TV,26,2000,Enoki Films,Book,25,PG - Children
1,Kamisama no Memochou,7.54,Fantasy,TV,12,2011,Lantis,Light novel,26,R - 17+ (violence & profanity)
1,Ranpo Kitan: Game of Laplace,6.61,Fantasy,TV,11,2015,Aniplex,Original,23,R - 17+ (violence & profanity)
1,Mawaru Penguindrum,7.98,Fantasy,TV,24,2011,Starchild Records,Original,24,R - 17+ (violence & profanity)
1,Majin Tantei Nougami Neuro,7.62,Fantasy,TV,25,2007,VAP,Manga,23,R - 17+ (violence & profanity)
1,Nishi no Yoki Majo: Astraea Testament,6.77,Fantasy,TV,13,2006,Geneon Universal Entertainment,Light novel,24,PG-13 - Teens 13 or older
1,Tactics,7.23,Fantasy,TV,25,2004,Studio Comet,Manga,24,PG-13 - Teens 13 or older
1,Makai Ouji: Devils and Realist,7.06,Fantasy,TV,12,2013,TV Tokyo,Manga,24,PG-13 - Teens 13 or older
1,Itou Junji: Collection,6.17,Fantasy,TV,12,2018,Nippon Animation,Manga,24,R - 17+ (violence & profanity)
1,Gregory Horror Show,6.61,Fantasy,TV,25,1999,VAP,Original,2,PG-13 - Teens 13 or older
1,Gregory Horror Show: The Second Guest,6.64,Fantasy,TV,25,2000,VAP,Original,3,PG - Children
1,Mayoiga,5.53,Fantasy,TV,12,2016,WOWOW,Original,24,R - 17+ (violence & profanity)
1,Ghost Hunt,7.81,Fantasy,TV,25,2006,TV Tokyo,Light novel,25,PG-13 - Teens 13 or older
1,Layton Mystery Tanteisha: Katri no Nazotoki File,7.26,Fantasy,TV,50,2018,Lantis,Game,23,PG - Children
1,Fugou Keiji: Balance:Unlimited,7.56,Fantasy,TV,11,2020,Aniplex,Novel,23,PG-13 - Teens 13 or older
1,Yojouhan Shinwa Taikei,8.61,Fantasy,TV,11,2010,Dentsu,Novel,23,R - 17+ (violence & profanity)
1,xxxHOLiC Kei,8.25,Fantasy,TV,13,2008,Half H.P Studio,Manga,24,PG-13 - Teens 13 or older
1,Futari wa Milky Holmes,5.8,Fantasy,TV,12,2013,Sotsu,Original,12,PG-13 - Teens 13 or older
1,Tantei Kageki Milky Holmes TD,6.45,Fantasy,TV,12,2015,Sotsu,Original,22,PG-13 - Teens 13 or older
1,Tantei Opera Milky Holmes,6.94,Fantasy,TV,12,2010,Sotsu,Original,24,PG-13 - Teens 13 or older
1,Tantei Opera Milky Holmes Dai 2 Maku,7.22,Fantasy,TV,12,2012,Sotsu,Original,24,PG-13 - Teens 13 or older
1,Hamatora The Animation,7.3,Fantasy,TV,12,2014,TV Tokyo,Original,24,R - 17+ (violence & profanity)
1,Re:␣Hamatora,7.4,Fantasy,TV,12,2014,TV Tokyo,Original,24,R - 17+ (violence & profanity)
1,Hanamonogatari,7.99,Fantasy,TV,5,2014,Aniplex,Light novel,25,R - 17+ (violence & profanity)
1,Vampire Holmes,3.38,Fantasy,TV,12,2015,CUCURI,Game,3,PG-13 - Teens 13 or older
1,Nisemonogatari,8.18,Fantasy,TV,11,2012,Aniplex,Light novel,24,R - 17+ (violence & profanity)
1,Tsukimonogatari,8.14,Fantasy,TV,4,2014,Aniplex,Light novel,24,R - 17+ (violence & profanity)
1,Monogatari Series: Second Season,8.78,Fantasy,TV,26,2013,Aniplex,Light novel,24,R - 17+ (violence & profanity)
1,Owarimonogatari,8.46,Fantasy,TV,12,2015,Aniplex,Light novel,26,R - 17+ (violence & profanity)
1,Owarimonogatari 2nd Season,8.93,Fantasy,TV,7,2017,Aniplex,Light novel,22,R - 17+ (violence & profanity)
1,Higurashi no Naku Koro ni,7.95,Fantasy,TV,26,2006,Geneon Universal Entertainment,Visual novel,24,R - 17+ (violence & profanity)
1,Higurashi no Naku Koro ni Gou,7.03,Fantasy,TV,24,2020,Frontier Works,Visual novel,23,R - 17+ (violence & profanity)
1,Ousama Game The Animation,5,Fantasy,TV,12,2017,AT-X,Novel,23,R - 17+ (violence & profanity)
1,Mousou Dairinin,7.68,Fantasy,TV,13,2004,WOWOW,Original,24,R+ - Mild Nudity
1,Kyokou Suiri,6.96,Fantasy,TV,12,2020,Nihon Ad Systems,Manga,24,R - 17+ (violence & profanity)
1,ef: A Tale of Memories.,7.95,Fantasy,TV,12,2007,Rondo Robe,Visual novel,24,PG-13 - Teens 13 or older
1,Kitsutsuki Tanteidokoro,6.03,Fantasy,TV,12,2020,Marvelous,Novel,24,R - 17+ (violence & profanity)
1,Gosick,8.1,Fantasy,TV,24,2011,TV Tokyo,Light novel,24,R - 17+ (violence & profanity)
1,Saraiya Goyou,7.82,Fantasy,TV,12,2010,Dentsu,Manga,23,PG-13 - Teens 13 or older
1,Mononoke,8.42,Fantasy,TV,12,2007,Fuji TV,Original,22,R - 17+ (violence & profanity)
1,Ayakashi: Japanese Classic Horror,7.45,Fantasy,TV,11,2006,Dentsu,Other,23,R - 17+ (violence & profanity)
1,Yuukoku no Moriarty,7.97,Fantasy,TV,11,2020,Mainichi Broadcasting System,Manga,23,R - 17+ (violence & profanity)
1,Takahashi Rumiko Gekijou Ningyo no Mori,7.06,Fantasy,TV,13,2003,TV Tokyo,Manga,24,R - 17+ (violence & profanity)
1,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,7.29,Fantasy,TV,13,2013,Geneon Universal Entertainment,Game,24,R - 17+ (violence & profanity)
1,Jigoku Shoujo,7.65,Fantasy,TV,26,2005,Aniplex,Original,25,R - 17+ (violence & profanity)
1,Jigoku Shoujo Futakomori,7.93,Fantasy,TV,26,2006,Aniplex,Original,25,R - 17+ (violence & profanity)
1,Umineko no Naku Koro ni,7.13,Fantasy,TV,26,2009,Geneon Universal Entertainment,Visual novel,23,R - 17+ (violence & profanity)
1,Gakkou no Kaidan,7.68,Fantasy,TV,19,2000,Aniplex,Original,24,PG-13 - Teens 13 or older
1,Shinrei Tantei Yakumo,7.35,Fantasy,TV,13,2010,NHK,Novel,24,PG-13 - Teens 13 or older
1,Kagewani: Shou,6.45,Fantasy,TV,13,2016,DiC Entertainment,Original,7,R - 17+ (violence & profanity)
1,Another,7.55,Fantasy,TV,12,2012,Lantis,Light novel,24,R - 17+ (violence & profanity)
1,Karakurizoushi Ayatsuri Sakon,7.39,Fantasy,TV,26,1999,WOWOW,Manga,25,R - 17+ (violence & profanity)
1,ACCA: 13-ku Kansatsu-ka,7.68,Fantasy,TV,12,2017,Bandai Visual,Manga,24,PG-13 - Teens 13 or older
1,Id:Invaded,7.9,Fantasy,TV,13,2020,TMS Entertainment,Original,24,R - 17+ (violence & profanity)
1,Death Note,8.63,Fantasy,TV,37,2006,VAP,Manga,23,R - 17+ (violence & profanity)
1,Yakushiji Ryouko no Kaiki Jikenbo,7.09,Fantasy,TV,13,2008,Starchild Records,Light novel,23,PG-13 - Teens 13 or older
1,Jigoku Shoujo Mitsuganae,7.65,Fantasy,TV,26,2008,Aniplex,Original,24,R - 17+ (violence & profanity)
1,Saint Luminous Jogakuin,6.08,Fantasy,TV,13,1998,Genco,Original,24,PG-13 - Teens 13 or older
1,Boku dake ga Inai Machi,8.37,Fantasy,TV,12,2016,Aniplex,Manga,23,R - 17+ (violence & profanity)
1,Pet,6.48,Fantasy,TV,13,2020,Fuji TV,Manga,23,R - 17+ (violence & profanity)
1,Higurashi no Naku Koro ni Kai,8.23,Fantasy,TV,24,2007,Geneon Universal Entertainment,Visual novel,24,R - 17+ (violence & profanity)
1,Mouryou no Hako,7.19,Fantasy,TV,13,2008,VAP,Novel,23,R - 17+ (violence & profanity)
1,Babylon,6.81,Fantasy,TV,12,2019,Fuji TV,Novel,24,R - 17+ (violence & profanity)
1,Zankyou no Terror,8.12,Fantasy,TV,11,2014,Aniplex,Original,22,R - 17+ (violence & profanity)
1,Stand My Heroes: Piece of Truth,5.7,Fantasy,TV,12,2019,Shochiku,Game,24,PG-13 - Teens 13 or older
1,Hyouka,8.14,Fantasy,TV,22,2012,Lantis,Novel,25,PG-13 - Teens 13 or older
1,Suteki Tantei Labyrinth,6.74,Fantasy,TV,25,2007,Sotsu,Manga,23,PG-13 - Teens 13 or older
1,Gallery Fake,7.47,Fantasy,TV,37,2005,TV Tokyo,Manga,25,PG-13 - Teens 13 or older
1,Kindaichi Shounen no Jikenbo,7.98,Fantasy,TV,148,1997,Dentsu,Manga,24,R - 17+ (violence & profanity)
1,Kindaichi Shounen no Jikenbo Returns,7.53,Fantasy,TV,25,2014,Yomiko Advertising,Manga,24,R - 17+ (violence & profanity)
1,Kindaichi Shounen no Jikenbo Returns 2nd Season,7.67,Fantasy,TV,22,2015,Yomiko Advertising,Manga,24,R - 17+ (violence & profanity)
1,Kujira no Kora wa Sajou ni Utau,7.2,Fantasy,TV,12,2017,Bandai Visual,Manga,23,PG-13 - Teens 13 or older
1,Sakurada Reset,7.37,Fantasy,TV,24,2017,Media Factory,Light novel,25,PG-13 - Teens 13 or older
1,18if,6.17,Fantasy,TV,13,2017,Sotsu,Game,23,R - 17+ (violence & profanity)
1,Un-Go,7.4,Fantasy,TV,11,2011,Dentsu,Novel,24,R - 17+ (violence & profanity)
1,Vatican Kiseki Chousakan,6.39,Fantasy,TV,12,2017,WOWOW,Novel,24,R - 17+ (violence & profanity)
1,Rental Magica,7.06,Fantasy,TV,24,2007,Kadokawa,Light novel,24,PG-13 - Teens 13 or older
1,Abenobashi Mahou☆Shoutengai,7.26,Fiction,TV,13,2002,Dentsu,Original,24,R+ - Mild Nudity
1,Animegataris,6.42,Fiction,TV,12,2017,Victor Entertainment,Original,23,PG-13 - Teens 13 or older
1,Binbougami ga!,7.73,Fiction,TV,13,2012,TV Tokyo,Manga,23,PG-13 - Teens 13 or older
1,Chuukan Kanriroku Tonegawa,7.14,Fiction,TV,24,2018,VAP,Manga,23,PG-13 - Teens 13 or older
1,Genshiken 2,7.77,Fiction,TV,12,2007,Genco,Manga,24,R - 17+ (violence & profanity)
1,Getsumen To Heiki Mina,6.3,Fiction,TV,11,2007,Pony Canyon,Other,23,PG-13 - Teens 13 or older
1,Hare Tokidoki Buta (TV),6.5,Fiction,TV,61,1997,TV Tokyo,Picture book,23,PG - Children
1,Heppoko Jikken Animation Excel♥Saga,7.5,Fiction,TV,26,1999,Victor Entertainment,Manga,24,R - 17+ (violence & profanity)
1,Himitsukessha Taka no Tsume,6.13,Fiction,TV,11,2006,Kadokawa,Original,11,PG-13 - Teens 13 or older
1,Isekai Quartet 2,7.38,Fiction,TV,12,2020,Kadokawa,Original,11,PG-13 - Teens 13 or older
1,Maria†Holic,7.05,Fiction,TV,12,2009,Frontier Works,Manga,24,PG-13 - Teens 13 or older
1,Maria†Holic Alive,6.99,Fiction,TV,12,2011,TV Tokyo,Manga,23,PG-13 - Teens 13 or older
1,Masuda Kousuke Gekijou Gag Manga Biyori,7.21,Fiction,TV,12,2005,Bandai Visual,Manga,5,PG-13 - Teens 13 or older
1,Nanako SOS,6.31,Fiction,TV,39,1983,Kokusai Eigasha,Manga,23,G - All Ages
1,Ninin ga Shinobuden,6.92,Fiction,TV,12,2004,Tokyo Movie Shinsha,Manga,24,R - 17+ (violence & profanity)
1,Nourin,6.82,Fiction,TV,12,2014,Frontier Works,Light novel,24,PG-13 - Teens 13 or older
1,Ookami-san to Shichinin no Nakama-tachi,7.22,Fiction,TV,12,2010,Genco,Light novel,24,PG-13 - Teens 13 or older
1,Osomatsu-san,8.02,Fiction,TV,25,2015,TV Tokyo,Original,23,R - 17+ (violence & profanity)
1,Osomatsu-san 2nd Season,7.6,Fiction,TV,25,2017,TV Tokyo,Manga,23,R - 17+ (violence & profanity)
1,Osomatsu-san 3rd Season,7.42,Fiction,TV,25,2020,Radix,Manga,23,R - 17+ (violence & profanity)
1,Paniponi Dash!,7.45,Fiction,TV,26,2005,Square Enix,Manga,24,PG-13 - Teens 13 or older
1,Pikotarou no Lullaby Lullaby (TV),5.55,Fiction,TV,9,2017,TV Tokyo,Original,3,G - All Ages
1,Sayonara Zetsubou Sensei,7.9,Fiction,TV,12,2007,Starchild Records,Manga,24,R - 17+ (violence & profanity)
1,Seto no Hanayome,7.75,Fiction,TV,26,2007,TV Tokyo,Manga,24,PG-13 - Teens 13 or older
1,Shingeki! Kyojin Chuugakkou,7.05,Fiction,TV,12,2015,Dentsu,Manga,17,PG-13 - Teens 13 or older
1,Tentai Senshi Sunred,7.81,Fiction,TV,26,2008,flying DOG,Manga,13,PG-13 - Teens 13 or older
1,Tentai Senshi Sunred 2nd Season,7.9,Fiction,TV,26,2009,flying DOG,Manga,13,PG-13 - Teens 13 or older
1,Zoku Sayonara Zetsubou Sensei,7.93,Fiction,TV,13,2008,Starchild Records,Manga,25,R - 17+ (violence & profanity)
1,Minna Atsumare! Falcom Gakuen,5.9,Fiction,TV,13,2014,DAX Production,4-koma manga,2,PG-13 - Teens 13 or older
1,Minna Atsumare! Falcom Gakuen SC,6.03,Fiction,TV,12,2015,DAX Production,4-koma manga,2,PG-13 - Teens 13 or older
1,Bihada Ichizoku,5.77,Fiction,TV,12,2008,OB Planning,Original,9,PG-13 - Teens 13 or older
1,Ochamegami Monogatari: Korokoro Pollon,6.95,Fiction,TV,46,1982,Kokusai Eigasha,Manga,22,G - All Ages
1,Tesagure! Bukatsumono,6.75,Fiction,TV,12,2013,VAP,Original,11,PG-13 - Teens 13 or older
1,Tesagure! Bukatsumono Encore,7.1,Fiction,TV,12,2014,VAP,Original,11,PG-13 - Teens 13 or older
1,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,6.95,Fiction,TV,12,2015,Big West,Original,23,PG-13 - Teens 13 or older
1,DD Hokuto no Ken,6.16,Fiction,TV,12,2011,Nippon Animation,Manga,3,PG-13 - Teens 13 or older
1,DD Hokuto no Ken (2013),6.51,Fiction,TV,13,2013,TV Tokyo,Manga,24,PG-13 - Teens 13 or older
1,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.43,Psychological,TV,12,2019,Aniplex,Manga,25,PG-13 - Teens 13 or older
1,Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,8.74,Psychological,TV,12,2020,Aniplex,Manga,24,PG-13 - Teens 13 or older
1,Kai Byoui Ramune,6.86,Psychological,TV,12,2021,Kodansha,Manga,23,PG-13 - Teens 13 or older
1,Kuuchuu Buranko,7.96,Psychological,TV,11,2009,Dentsu,Novel,23,R - 17+ (violence & profanity)
1,NHK ni Youkoso!,8.33,Psychological,TV,24,2006,NHK,Novel,24,R+ - Mild Nudity
1,Warau Salesman,6.69,Psychological,TV,103,1989,TBS,Manga,10,R+ - Mild Nudity
1,Wonder Egg Priority,8.32,Psychological,TV,12,2021,Aniplex,Original,23,R - 17+ (violence & profanity)
1,Yuri Kuma Arashi,7.08,Psychological,TV,12,2015,Frontier Works,Original,24,R - 17+ (violence & profanity)
1,Uta∽Kata,6.72,Psychological,TV,12,2004,Bandai Visual,Original,23,PG-13 - Teens 13 or older
1,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV),6.77,Psychological,TV,13,2020,Aniplex,Game,23,PG-13 - Teens 13 or older
1,Mahou Shoujo Madoka★Magica,8.38,Psychological,TV,12,2011,Aniplex,Original,24,PG-13 - Teens 13 or older
1,Aku no Hana,7.15,Psychological,TV,13,2013,Starchild Records,Manga,24,R - 17+ (violence & profanity)
1,Oniisama e...,7.79,Psychological,TV,39,1991,NHK,Manga,25,PG-13 - Teens 13 or older
1,Re:Zero kara Hajimeru Isekai Seikatsu,8.29,Psychological,TV,25,2016,TV Tokyo,Light novel,25,R - 17+ (violence & profanity)
1,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,8.5,Psychological,TV,13,2020,AT-X,Light novel,26,R - 17+ (violence & profanity)
1,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,8.64,Psychological,TV,12,2021,Kadokawa,Light novel,28,R - 17+ (violence & profanity)
1,Gasaraki,6.66,Psychological,TV,25,1998,Yomiko Advertising,Original,25,PG-13 - Teens 13 or older
1,Boogiepop wa Warawanai (2019),7.1,Psychological,TV,18,2019,AT-X,Light novel,23,R - 17+ (violence & profanity)
1,Ergo Proxy,7.92,Psychological,TV,23,2006,Geneon Universal Entertainment,Original,25,R - 17+ (violence & profanity)
1,Evil or Live,5.83,Psychological,TV,12,2017,Emon,Web manga,23,R - 17+ (violence & profanity)
1,Munou na Nana,7.33,Psychological,TV,13,2020,Sotsu,Manga,23,R - 17+ (violence & profanity)
1,Boogiepop wa Warawanai,7.17,Psychological,TV,12,2000,VAP,Light novel,24,R+ - Mild Nudity
1,Kokkoku,7.04,Psychological,TV,12,2018,TV Tokyo,Manga,23,R - 17+ (violence & profanity)
1,Aho Girl,6.9,Romance,TV,12,2017,Nihon Ad Systems,4-koma manga,12,PG-13 - Teens 13 or older
1,Arakawa Under the Bridge,7.6,Romance,TV,13,2010,Square Enix,Manga,24,PG-13 - Teens 13 or older
1,Arakawa Under the Bridge x Bridge,7.75,Romance,TV,13,2010,Square Enix,Manga,23,PG-13 - Teens 13 or older
1,Baby Steps,7.85,Romance,TV,25,2014,NHK,Manga,24,PG-13 - Teens 13 or older
1,Baka to Test to Shoukanjuu,7.6,Romance,TV,13,2010,Lantis,Light novel,24,PG-13 - Teens 13 or older
1,Baka to Test to Shoukanjuu Ni!,7.76,Romance,TV,13,2011,Lantis,Light novel,24,PG-13 - Teens 13 or older
1,Chitose Get You!!,6.26,Romance,TV,26,2012,AT-X,4-koma manga,3,PG-13 - Teens 13 or older
1,Choukadou Girl ⅙,6,Romance,TV,12,2019,AT-X,Manga,12,PG-13 - Teens 13 or older
1,Code-E,6.44,Romance,TV,12,2007,Nagoya Broadcasting Network,Original,24,G - All Ages
1,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,7.39,Romance,TV,13,2015,DAX Production,4-koma manga,3,PG-13 - Teens 13 or older
1,Denpa Kyoushi (TV),6.9,Romance,TV,24,2015,Yomiko Advertising,Manga,23,PG-13 - Teens 13 or older
1,Fortune Arterial: Akai Yakusoku,6.73,Romance,TV,12,2010,Nippon Animation,Visual novel,24,PG-13 - Teens 13 or older
1,Futakoi,6.49,Romance,TV,13,2004,Lantis,Original,24,PG-13 - Teens 13 or older
1,Gekkan Shoujo Nozaki-kun,7.96,Romance,TV,12,2014,TV Tokyo,4-koma manga,24,PG-13 - Teens 13 or older
1,Gokujou!! Mecha Mote Iinchou,6.38,Romance,TV,51,2009,TV Tokyo,Manga,24,PG - Children
1,Gokujou!! Mecha Mote Iinchou Second Collection,6.21,Romance,TV,51,2010,TV Tokyo,Manga,24,PG - Children
1,Hatsukoi Limited.,7.32,Romance,TV,12,2009,Shochiku,Manga,24,PG-13 - Teens 13 or older
1,Hatsukoi Monster,5.61,Romance,TV,12,2016,Kodansha,Manga,24,PG-13 - Teens 13 or older
1,Himawari!!,6.47,Romance,TV,13,2007,Starchild Records,Original,25,PG-13 - Teens 13 or older
1,Iketeru Futari,6.63,Romance,TV,16,1999,TBS,Manga,8,R+ - Mild Nudity
1,Imouto sae Ireba Ii.,7.38,Romance,TV,12,2017,Bandai Visual,Light novel,23,R+ - Mild Nudity
1,"Inari, Konkon, Koi Iroha.",7.22,Romance,TV,10,2014,DAX Production,Manga,24,PG-13 - Teens 13 or older
1,Itazura na Kiss,7.53,Romance,TV,25,2008,Bandai Visual,Manga,24,PG-13 - Teens 13 or older
1,Jingai-san no Yome,5.66,Romance,TV,12,2018,MAGES.,4-koma manga,3,PG-13 - Teens 13 or older
1,Kage kara Mamoru!,6.62,Romance,TV,12,2006,Aniplex,Light novel,24,PG-13 - Teens 13 or older
1,Kaichou wa Maid-sama!,8.06,Romance,TV,26,2010,Geneon Universal Entertainment,Manga,24,PG-13 - Teens 13 or older
1,"Kanojo, Okarishimasu",7.37,Romance,TV,12,2020,Mainichi Broadcasting System,Manga,24,PG-13 - Teens 13 or older
1,Karin,7.17,Romance,TV,24,2005,WOWOW,Manga,23,PG-13 - Teens 13 or older
1,Kono Bijutsubu ni wa Mondai ga Aru!,7.26,Romance,TV,12,2016,TBS,Manga,24,PG-13 - Teens 13 or older
1,Koume-chan ga Iku!,5.97,Romance,TV,12,1999,Geneon Universal Entertainment,Manga,5,PG-13 - Teens 13 or older
1,Kujibiki♥Unbalance,6.28,Romance,TV,12,2006,Genco,Other,23,PG-13 - Teens 13 or older
1,Love Lab,7.36,Romance,TV,13,2013,Aniplex,Manga,24,PG-13 - Teens 13 or older
1,Love Stage!!,7.32,Romance,TV,10,2014,Kadokawa,Manga,23,PG-13 - Teens 13 or older
1,Lovely★Complex,8.06,Romance,TV,24,2007,TBS,Manga,24,PG-13 - Teens 13 or older
1,Massugu ni Ikou.,6.48,Romance,TV,4,2003,Yomiko Advertising,Manga,21,PG - Children
1,Massugu ni Ikou. 2nd Season,6.62,Romance,TV,5,2004,Yomiko Advertising,Manga,22,PG - Children
1,Midara na Ao-chan wa Benkyou ga Dekinai,6.78,Romance,TV,12,2019,Mainichi Broadcasting System,Manga,12,PG-13 - Teens 13 or older
1,Monster Musume no Oishasan,6.51,Romance,TV,12,2020,Magic Capsule,Light novel,23,PG-13 - Teens 13 or older
1,Nagato Yuki-chan no Shoushitsu,6.73,Romance,TV,16,2015,Lantis,Manga,24,PG-13 - Teens 13 or older
1,Narue no Sekai,6.59,Romance,TV,12,2003,Lantis,Manga,24,PG-13 - Teens 13 or older
1,Natsu no Arashi!,7.28,Romance,TV,13,2009,TV Tokyo,Manga,23,PG-13 - Teens 13 or older
1,Natsu no Arashi! Akinaichuu,7.32,Romance,TV,13,2009,TV Tokyo,Manga,24,PG-13 - Teens 13 or older
1,Nijiiro Days,7.34,Romance,TV,24,2016,Yomiko Advertising,Manga,13,PG-13 - Teens 13 or older
1,Nodame Cantabile: Finale,8.27,Romance,TV,11,2010,Fuji TV,Manga,22,PG-13 - Teens 13 or older
1,Nodame Cantabile: Paris-hen,8.17,Romance,TV,11,2008,Fuji TV,Manga,23,PG-13 - Teens 13 or older
1,Nogizaka Haruka no Himitsu,7.24,Romance,TV,12,2008,Geneon Universal Entertainment,Light novel,25,PG-13 - Teens 13 or older
1,Okusama ga Seitokaichou!+!,6.65,Romance,TV,12,2016,DAX Production,Manga,8,R+ - Mild Nudity
1,Ookami Shoujo to Kuro Ouji,7.17,Romance,TV,12,2014,VAP,Manga,24,PG-13 - Teens 13 or older
1,Ore Monogatari!!,7.96,Romance,TV,24,2015,VAP,Manga,22,PG-13 - Teens 13 or older
1,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,7.05,Romance,TV,13,2013,Aniplex,Light novel,24,PG-13 - Teens 13 or older
1,Papa no Iukoto wo Kikinasai!,7.33,Romance,TV,12,2012,Starchild Records,Light novel,23,PG-13 - Teens 13 or older
1,Psychic Academy,6.24,Romance,TV,24,2002,Starchild Records,Manga,11,PG-13 - Teens 13 or older
1,Sasameki Koto,7.09,Romance,TV,13,2009,Half H.P Studio,Manga,24,PG-13 - Teens 13 or older
1,Sasami-san@Ganbaranai,6.68,Romance,TV,12,2013,Aniplex,Light novel,24,PG-13 - Teens 13 or older
1,School Rumble,7.94,Romance,TV,26,2004,TV Tokyo,Manga,23,PG-13 - Teens 13 or older
1,School Rumble Ni Gakki,8.03,Romance,TV,26,2006,Sotsu,Manga,24,PG-13 - Teens 13 or older
1,Special A,7.56,Romance,TV,24,2008,Shochiku,Manga,24,PG-13 - Teens 13 or older
1,Super Seisyun Brothers,6.78,Romance,TV,14,2013,AIC,Web manga,4,PG-13 - Teens 13 or older
1,Tada-kun wa Koi wo Shinai,7.55,Romance,TV,13,2018,Media Factory,Original,23,PG-13 - Teens 13 or older
1,Tenshi ni Narumon!,6.71,Romance,TV,26,1999,TV Tokyo,Original,23,PG-13 - Teens 13 or older
1,Tonikaku Kawaii,7.96,Romance,TV,12,2020,Shochiku,Manga,23,PG-13 - Teens 13 or older
1,Tono to Issho: Ippunkan Gekijou,6.23,Romance,TV,12,2010,Frontier Works,4-koma manga,1,PG-13 - Teens 13 or older
1,Trouble Chocolate,6.54,Romance,TV,20,1999,Robot Communications,Radio,25,G - All Ages
1,Tsurezure Children,7.67,Romance,TV,12,2017,Nihon Ad Systems,4-koma manga,12,PG-13 - Teens 13 or older
1,Tsuyokiss,6.6,Romance,TV,12,2006,TBS,Visual novel,25,PG-13 - Teens 13 or older
1,Ueno-san wa Bukiyou,6.64,Romance,TV,12,2019,Nippon Animation,Manga,12,PG-13 - Teens 13 or older
1,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,6.97,Romance,TV,12,2003,Media Factory,Manga,23,R+ - Mild Nudity
1,Working!!,7.7,Romance,TV,13,2010,Aniplex,4-koma manga,24,PG-13 - Teens 13 or older
1,Working!!!,8.03,Romance,TV,13,2015,Aniplex,4-koma manga,23,PG-13 - Teens 13 or older
1,Working'!!,7.87,Romance,TV,13,2011,Aniplex,4-koma manga,24,PG-13 - Teens 13 or older
1,Wotaku ni Koi wa Muzukashii,7.96,Romance,TV,11,2018,Aniplex,Web manga,22,PG-13 - Teens 13 or older
1,Yubisaki kara no Honki no Netsujou: Osananajimi wa Shouboushi,6,Romance,TV,8,2019,Studio Jack,Web manga,3,R+ - Mild Nudity
1,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,6.9,Romance,TV,12,2013,Lantis,Light novel,24,R+ - Mild Nudity
1,Seraphim Call,6.1,Romance,TV,12,1999,d-rights,Original,23,PG-13 - Teens 13 or older
1,Jimihen!!: Jimiko wo Kaechau Jun Isei Kouyuu!!,6.12,Romance,TV,8,2021,Studio Jack,Manga,3,R+ - Mild Nudity
